,county,state,county_population,covid_hospital_admissions_per_100k,covid_cases_per_100k,lon,lat
33322,Riverside County,California,2470546.0,1.5,69.42,-116.0372472,33.7219991
33323,San Bernardino County,California,2180085.0,1.5,76.92,-116.0833144,34.8253019
33324,Lincoln County,Wyoming,19830.0,1.9,30.26,-110.7208048,42.1765551
33325,Sublette County,Wyoming,9831.0,1.9,10.17,-109.9905911,42.736927
33326,Teton County,Wyoming,23464.0,1.9,161.95,-110.6380363,43.9139214
33327,Lassen County,California,30573.0,2.0,26.17,-120.730998,40.7685579
33328,Plumas County,California,18807.0,2.0,69.12,-120.8059521,39.9430988
33329,Tillamook County,Oregon,27036.0,2.6,192.34,-123.7266793,45.460293
33330,Lincoln County,Oregon,49962.0,2.6,102.08,-123.9276915,44.6201742
33331,Catron County,New Mexico,3527.0,0.0,0.0,-108.3800825,33.9026943
33332,Grant County,New Mexico,26998.0,0.0,62.97,-108.3634144,32.7548776
33333,Hidalgo County,New Mexico,4198.0,0.0,23.82,-108.7598468,31.801493
33334,Broomfield County,Colorado,70465.0,3.5,144.75,-104.99321834010632,40.00287095
33335,Boulder County,Colorado,326196.0,3.5,194.97,-105.3632079,40.102555
33336,Whatcom County,Washington,229247.0,6.5,258.24,-121.8828175,48.8107819
33337,Inyo County,California,18039.0,0.0,38.8,-117.4074712,36.5595325
33338,Mono County,California,14444.0,0.0,27.69,-118.9398758,37.9533927
33339,Anchorage Muny,Alaska,288000.0,5.1,200.69,,
33340,Kenai Peninsula Borough,Alaska,58708.0,5.1,132.86,-151.788033,60.0968272
33341,Kodiak Island Borough,Alaska,12998.0,5.1,61.55,-153.3574124,57.5433765
33342,Kusilvak Census Area,Alaska,8314.0,5.1,108.25,-163.764702,62.2002165
33343,Lake and Peninsula Borough,Alaska,1592.0,5.1,125.63,-156.154765,58.3277109
33344,Northwest Arctic Borough,Alaska,7621.0,5.1,826.66,-159.9816347,67.2385127
33345,Bethel CA,Alaska,18386.0,5.1,451.43,-159.3709719,61.3204199
33346,Bristol Bay Borough,Alaska,836.0,5.1,125.63,-156.8753867,58.7370341
33347,Dillingham CA,Alaska,4916.0,5.1,305.13,-158.2016852,59.9011107
33348,Aleutians East Borough,Alaska,3337.0,5.1,59.93,-162.8916892,55.0512443
33349,Aleutians West CA,Alaska,5634.0,5.1,35.5,178.8776,51.5672222
33350,Matanuska-Susitna Borough,Alaska,108317.0,5.1,126.48,-149.4793288,62.3402481
33351,Nome CA,Alaska,10004.0,5.1,199.92,-163.0930151,65.0031061
33352,North Slope Borough,Alaska,9832.0,5.1,152.56,-153.8220681,69.5335129
33353,Valdez-Cordova Census Area,Alaska,9202.0,5.1,43.47,-145.5293168,62.1082559
33354,Kalawao County,Hawaii,86.0,6.7,0.0,-156.9666208,21.1965413
33355,Honolulu County,Hawaii,974563.0,6.7,292.95,-157.960511,21.468151
33356,Maui County,Hawaii,167417.0,6.7,299.85,-156.3105232,20.7580586
33357,Hawaii County,Hawaii,201513.0,5.0,280.38,-155.564561,19.6273325
33358,Clay County,West Virginia,8508.0,4.7,0.0,-81.0718148,38.4460004
33359,Webster County,West Virginia,8114.0,4.7,36.97,-80.4289537,38.4844995
33360,Nicholas County,West Virginia,24496.0,4.7,53.07,-80.770707,38.2784261
33361,Putnam County,West Virginia,56450.0,4.7,93.89,-81.9150148,38.4939687
33362,Boone County,West Virginia,21457.0,4.7,79.23,-81.71164338422255,37.9979195
33363,Kanawha County,West Virginia,178124.0,4.7,86.46,-81.5089835,38.3428208
33364,Lincoln County,Maine,34634.0,10.9,329.16,-69.5351337,44.1137571
33365,Cumberland County,Maine,295003.0,10.9,471.86,-70.4001498,43.8506432
33366,Knox County,Maine,39772.0,10.9,359.55,-69.2127109,44.1773049
33367,Sagadahoc County,Maine,35856.0,10.9,290.05,-69.8654643,43.9900158
33368,Craig County,Virginia,5131.0,2.9,58.47,-80.1990826,37.4760225
33369,Roanoke County,Virginia,94186.0,2.9,145.46,-80.0759642,37.2377673
33370,Appomattox County,Virginia,15911.0,2.9,62.85,-78.79440517199774,37.379893
33371,Bedford County,Virginia,78997.0,2.9,67.09,-79.5399003,37.3123905
33372,Botetourt County,Virginia,33419.0,2.9,101.74,-79.8029569,37.5520825
33373,Campbell County,Virginia,54885.0,2.9,295.16,-79.1165953,37.2158191
33374,Floyd County,Virginia,15749.0,2.9,57.15,-80.3876889,36.9157056
33375,Amherst County,Virginia,31605.0,2.9,94.92,-79.1483701,37.5997548
33376,Salem City,Virginia,25301.0,2.9,106.72,-78.203061,38.918281
33377,Franklin County,Virginia,56042.0,2.9,85.65,-79.8813093,37.0527719
33378,Lynchburg City,Virginia,82168.0,2.9,8.52,-79.14438465,37.413690700000004
33379,Roanoke City,Virginia,99143.0,2.9,93.8,-79.97033397577297,37.320880700000004
33380,Allegany County,New York,46091.0,7.1,182.25,-78.0419281,42.2446061
33381,McKean County,Pennsylvania,40625.0,7.1,59.08,-78.5769879,41.8019737
33382,Cattaraugus County,New York,76117.0,7.1,228.6,-78.6477096,42.2234823
33383,Cameron County,Pennsylvania,4447.0,7.1,0.0,-78.1931833,41.4586993
33384,Potter County,Pennsylvania,16526.0,7.1,54.46,-77.9022292,41.7302743
33385,Passaic County,New Jersey,501826.0,6.1,194.09,-74.3177933,41.0461864
33386,Bergen County,New Jersey,932202.0,6.1,333.83,-74.0563254,40.9678345
33387,Hudson County,New Jersey,672391.0,6.1,207.02,-74.0550731,40.7381635
33388,Rockland County,New York,325789.0,6.1,229.9,-74.0357266,41.1519319
33389,Summers County,West Virginia,12573.0,12.8,55.67,-80.8458259,37.6293626
33390,Fayette County,West Virginia,42406.0,12.8,87.25,-81.0722238,38.0331608
33391,Raleigh County,West Virginia,73361.0,12.8,129.5,-81.2250929,37.7493481
33392,Wyoming County,West Virginia,20394.0,12.8,53.94,-81.5364932,37.5969073
33393,Montgomery County,Virginia,98535.0,2.5,190.8,-80.37429789172688,37.17500015
33394,Giles County,Virginia,16720.0,2.5,89.71,-80.7098781,37.3088528
33395,Pulaski County,Virginia,34027.0,2.5,88.17,-80.7297289,37.0580572
33396,Wythe County,Virginia,28684.0,2.5,73.21,-81.0639347,36.9118401
33397,Radford City,Virginia,18249.0,2.5,136.99,-80.5764477,37.1317924
33398,Hopewell City,Virginia,22529.0,2.2,57.7,-77.2877558,37.3040376
33399,Prince George County,Virginia,38353.0,2.2,263.34,-77.2153144,37.1815024
33400,Surry County,Virginia,6422.0,2.2,62.29,-76.895924,37.1118778
33401,Sussex County,Virginia,11159.0,2.2,0.0,-77.2741121,36.9096897
33402,Petersburg City,Virginia,31346.0,2.2,47.85,-77.4019268,37.227928
33403,Dinwiddie County,Virginia,28544.0,2.2,87.58,-77.6480714,37.0712818
33404,Clinton County,New York,80485.0,13.1,328.01,-73.6686982,44.7278943
33405,Franklin County,New York,50022.0,13.1,255.89,-74.3273735,44.5599139
33406,Essex County,New York,36885.0,13.1,230.45,-73.7542043,44.0638879
33407,Northampton County,Pennsylvania,305285.0,6.8,186.38,-75.3289302,40.7451356
33408,Lehigh County,Pennsylvania,369318.0,6.8,142.42,-75.6048728,40.6096215
33409,Monroe County,Pennsylvania,170271.0,6.8,132.14,-75.3249475,41.0400423
33410,Carbon County,Pennsylvania,64182.0,6.8,126.2,-75.7212917,40.8908468
33411,Greene County,Pennsylvania,36233.0,2.4,41.4,-80.2466384,39.8513322
33412,Fayette County,Pennsylvania,129274.0,2.4,55.7,-79.6663803,39.921022
33413,Washington County,Pennsylvania,206865.0,2.4,108.28,-80.2541251,40.1943798
33414,Bourbon County,Kentucky,19788.0,0.0,50.54,-84.2046611,38.1944867
33415,Nicholas County,Kentucky,7269.0,0.0,13.76,-84.0153581,38.3287954
33416,Monmouth County,New Jersey,618795.0,9.0,271.66,-74.1671114,40.2932319
33417,Ocean County,New Jersey,607186.0,9.0,229.58,-74.3319287,39.977818
33418,Crawford County,Pennsylvania,84629.0,1.2,102.8,-80.1428967,41.6951179
33419,Fairfield County,Connecticut,943332.0,9.0,203.32,-73.37486,41.2943069
33420,Letcher County,Kentucky,21553.0,0.0,69.6,-82.8451698,37.1208843
33421,Coos County,New Hampshire,31563.0,5.3,129.9,-71.3768039,44.698627
33422,Essex County,Vermont,6163.0,5.3,32.45,-71.7352329786847,44.680852099999996
33423,Lancaster County,Pennsylvania,545724.0,1.6,90.71,-76.2411283,40.08067
33424,Lake County,Florida,367118.0,5.9,97.52,-81.78994,28.7006859
33425,Flagler County,Florida,115081.0,5.9,87.76,-81.2917415,29.4844412
33426,Sumter County,Florida,132420.0,5.9,129.89,-82.076402,28.6689748
33427,Volusia County,Florida,553284.0,5.9,69.04,-81.1310761,29.0533409
33428,Orange County,Florida,1393452.0,5.9,128.03,-81.3111658,28.495156
33429,Seminole County,Florida,471826.0,5.9,90.71,-81.2353683,28.7225829
33430,Banks County,Georgia,19234.0,0.8,31.19,-83.4970026,34.3378598
33431,Hall County,Georgia,204441.0,0.8,44.02,-83.8194028,34.2905901
33432,Dawson County,Georgia,26108.0,0.8,15.32,-84.1356771,34.4077085
33433,Lumpkin County,Georgia,33610.0,0.8,5.95,-83.9926806,34.5546076
33434,Union County,Georgia,24511.0,0.8,32.64,-83.9903969,34.8180274
33435,Habersham County,Georgia,45328.0,0.8,2.21,-83.5016755,34.6270741
33436,Towns County,Georgia,12037.0,0.8,16.62,-83.7182775,34.8971655
33437,White County,Georgia,30798.0,0.8,22.73,-83.7596041,34.6322605
33438,Columbia County,Florida,71686.0,8.3,9.76,-82.62636971302578,30.2095235
33439,Gilchrist County,Florida,18582.0,8.3,10.76,-82.7975172,29.7131619
33440,Levy County,Florida,41503.0,8.3,26.5,-82.7824592,29.3008632
33441,Lafayette County,Florida,8422.0,8.3,0.0,-83.2221527,29.9978185
33442,Union County,Florida,15237.0,8.3,26.25,-82.3954479,30.044304
33443,Dixie County,Florida,16826.0,8.3,11.89,-83.17351,29.6214008
33444,Hamilton County,Florida,14428.0,8.3,20.79,-82.9763531,30.5232289
33445,Alachua County,Florida,269043.0,8.3,73.22,-82.3640109,29.675568
33446,Bradford County,Florida,28201.0,8.3,39.01,-82.1608653,29.9715087
33447,Suwannee County,Florida,44417.0,8.3,11.26,-82.9873377,30.2101192
33448,Lee County,Florida,770577.0,4.9,97.59,-81.8823135,26.5999265
33449,Glades County,Florida,13811.0,4.9,0.0,-81.1895983,26.9328123
33450,Collier County,Florida,384902.0,4.9,104.7,-81.3794941,26.087964
33451,Hendry County,Florida,42022.0,4.9,54.73,-81.1520667,26.597094
33452,Allendale County,South Carolina,8688.0,0.8,57.55,-81.3400056,32.9635006
33453,Calhoun County,South Carolina,14553.0,0.8,27.49,-80.7603948,33.6567769
33454,Orangeburg County,South Carolina,86175.0,0.8,35.97,-80.778429,33.4054944
33455,Bamberg County,South Carolina,14066.0,0.8,56.87,-81.0166235,33.2130154
33456,Chesterfield County,South Carolina,45650.0,2.3,10.95,-80.1417843,34.6500578
33457,Darlington County,South Carolina,66618.0,2.3,25.52,-79.9438572,34.3609331
33458,Marlboro County,South Carolina,26118.0,2.3,34.46,-79.6742033,34.5810346
33459,Florence County,South Carolina,138293.0,2.3,31.82,-79.6644927,33.986694
33460,Williamsburg County,South Carolina,30368.0,2.3,32.93,-79.7442135,33.6442699
33461,Randolph County,North Carolina,143667.0,5.2,41.76,-79.7975166,35.7142874
33462,Rockingham County,North Carolina,91010.0,5.2,35.16,-79.744144,36.3926798
33463,Guilford County,North Carolina,537174.0,5.2,80.23,-79.7888515,36.0875688
33464,Davidson County,North Carolina,167609.0,5.2,45.94,-80.2115053,35.7902384
33465,Irwin County,Georgia,9416.0,1.3,95.58,-83.2624513,31.5730108
33466,Tift County,Georgia,40644.0,1.3,22.14,-83.51792416411274,31.45874595
33467,Turner County,Georgia,7985.0,1.3,37.57,-83.6214408,31.7031592
33468,Ben Hill County,Georgia,16700.0,1.3,35.93,-83.2355879,31.7462726
33469,Ashe County,North Carolina,27203.0,4.0,36.76,-81.5076569,36.4393554
33470,Johnson County,Tennessee,17788.0,4.0,22.49,-81.8434683,36.443004
33471,Watauga County,North Carolina,56177.0,4.0,99.68,-81.6863808,36.2228105
33472,Miami-Dade County,Florida,2716940.0,8.2,279.14,-80.4989467,25.6364246
33473,Broward County,Florida,1952778.0,8.2,171.45,-80.4623642,26.1598074
33474,Monroe County,Florida,74228.0,8.2,153.58,-80.8337157,25.0405135
33475,Hancock County,Georgia,8457.0,0.0,47.3,-82.99881369550488,33.259656
33476,Baldwin County,Georgia,44890.0,0.0,28.96,-83.2633216,33.0869398
33477,Putnam County,Georgia,22119.0,0.0,36.17,-83.3414172,33.3231504
33478,Lee County,North Carolina,61779.0,4.5,58.27,-79.1547643,35.4691746
33479,Orange County,North Carolina,148476.0,4.5,123.25,-79.1172679,36.0605095
33480,Harnett County,North Carolina,135976.0,4.5,57.36,-78.8624963,35.388093
33481,Chatham County,North Carolina,74470.0,4.5,88.63,-79.2533035,35.7151316
33482,Hart County,Georgia,26205.0,2.6,7.63,-82.9503277,34.3410525
33483,Franklin County,Georgia,23349.0,2.6,0.0,-83.2156575,34.3678642
33484,Stephens County,Georgia,25925.0,2.6,3.86,-83.2976462,34.55119
33485,Franklin County,Alabama,31362.0,2.0,57.39,-87.8339064,34.440962
33486,Colbert County,Alabama,55241.0,2.0,19.91,-87.7921769,34.6473396
33487,Lauderdale County,Alabama,92729.0,2.0,19.41,-87.6747398,34.9049555
33488,Winston County,Alabama,23629.0,2.0,16.93,-87.361354,34.1328863
33489,Candler County,Georgia,10803.0,3.1,37.03,-82.0930776,32.4146577
33490,Screven County,Georgia,13966.0,3.1,7.16,-81.6272037,32.7623379
33491,Bulloch County,Georgia,79608.0,3.1,16.33,-81.744832,32.3846338
33492,Emanuel County,Georgia,22646.0,3.1,0.0,-82.2922815,32.6078163
33493,Henderson County,North Carolina,117417.0,2.0,38.32,-82.4663918,35.3389062
33494,Madison County,North Carolina,21755.0,2.0,73.55,-82.6931063,35.8482034
33495,Buncombe County,North Carolina,261191.0,2.0,103.37,-82.5255603,35.6292222
33496,Haywood County,North Carolina,62317.0,2.0,54.56,-82.9907823,35.5456202
33497,Transylvania County,North Carolina,34385.0,2.0,20.36,-82.7724889,35.1982216
33498,Seminole County,Georgia,8090.0,0.0,0.0,-84.8789094,30.951849
33499,Miller County,Georgia,5718.0,0.0,17.49,-84.737836,31.1591063
33500,Decatur County,Georgia,26404.0,0.0,18.94,-84.5740953,30.8736613
33501,Appling County,Georgia,18386.0,0.0,38.07,-82.2996274,31.7771435
33502,Wayne County,Georgia,29927.0,0.0,0.0,-81.9131554,31.5675304
33503,Coffee County,Georgia,43273.0,0.0,0.0,-82.8405691,31.5301809
33504,Jeff Davis County,Georgia,15115.0,0.0,6.62,-82.6800732,31.774687
33505,Atkinson County,Georgia,8165.0,0.0,122.47,-82.8839362,31.3030105
33506,Wayne County,North Carolina,123131.0,3.1,16.24,-78.0149444,35.3546293
33507,Duplin County,North Carolina,58741.0,3.1,18.73,-77.9320171,34.9464988
33508,Greene County,North Carolina,21069.0,3.1,14.24,-77.6728536,35.481724
33509,Lenoir County,North Carolina,55949.0,3.1,8.94,-77.6484879,35.2590371
33510,Mitchell County,North Carolina,14964.0,0.0,0.0,-82.1349028,36.0001181
33511,Yancey County,North Carolina,18069.0,0.0,55.34,-82.3035673,35.8875402
33512,Avery County,North Carolina,17557.0,0.0,45.57,-81.9230523,36.0771285
33513,McDowell County,North Carolina,45756.0,0.0,32.78,-82.0482171,35.6608869
33514,Lamar County,Georgia,19077.0,1.6,31.45,-84.1445952,33.0649401
33515,Upson County,Georgia,26320.0,1.6,30.4,-84.2904968,32.8641062
33516,Pike County,Georgia,18962.0,1.6,21.09,-84.3969481,33.081484
33517,Henry County,Kentucky,16126.0,3.5,130.22,-85.1191168,38.447983
33518,Jefferson County,Kentucky,766757.0,3.5,181.94,-85.664528,38.1787175
33519,Nelson County,Kentucky,46233.0,3.5,62.73,-85.4741595,37.8078463
33520,Shelby County,Kentucky,49024.0,3.5,73.43,-85.2111267,38.2215625
33521,Washington County,Kentucky,12095.0,3.5,41.34,-85.1750475,37.7310874
33522,Oldham County,Kentucky,66799.0,3.5,89.82,-85.47683155885518,38.404768450000006
33523,Bullitt County,Kentucky,81676.0,3.5,85.7,-85.6742394,37.9749498
33524,Marion County,Kentucky,19273.0,3.5,41.51,-85.2650391,37.5413747
33525,Spencer County,Kentucky,19351.0,3.5,72.35,-85.3203899,38.0237475
33526,Marion County,Indiana,964582.0,3.6,59.82,-86.1394092110328,39.779801
33527,Putnam County,Indiana,37576.0,3.6,58.55,-86.8374032,39.6666195
33528,Shelby County,Indiana,44729.0,3.6,26.83,-85.8190596,39.493485
33529,Hendricks County,Indiana,170311.0,3.6,46.39,-86.5173641,39.7565309
33530,Johnson County,Indiana,158167.0,3.6,73.97,-86.1079903,39.4891804
33531,Morgan County,Indiana,70489.0,3.6,39.72,-86.4556794,39.4665575
33532,Rush County,Indiana,16581.0,3.6,24.12,-85.4731911,39.6220357
33533,Jackson County,Ohio,32413.0,0.9,46.28,-82.6089043,39.0131871
33534,Meigs County,Ohio,22907.0,0.9,100.41,-82.0420769,39.1099292
33535,Mason County,West Virginia,26516.0,0.9,37.71,-82.052456,38.7499013
33536,Gallia County,Ohio,29898.0,0.9,46.83,-82.3556216,38.7952465
33537,Monroe County,Wisconsin,46253.0,8.6,168.64,-90.6397264,43.9416755
33538,Vernon County,Wisconsin,30822.0,8.6,181.69,-90.8231247,43.5811229
33539,Allamakee County,Iowa,13687.0,8.6,58.45,-91.3961856,43.2961731
33540,La Crosse County,Wisconsin,118016.0,8.6,257.59,-91.0902393,43.8890516
33541,Houston County,Minnesota,18600.0,8.6,129.03,-91.4685617,43.6624222
33542,Trempealeau County,Wisconsin,29649.0,8.6,151.78,-91.3828806,44.2782406
33543,Decatur County,Indiana,26559.0,4.4,3.77,-85.4943058,39.2862128
33544,Jennings County,Indiana,27735.0,4.4,108.17,-85.6359201,38.9957749
33545,Bartholomew County,Indiana,83779.0,4.4,59.68,-85.8204601,39.1914156
33546,Jackson County,Indiana,44231.0,4.4,18.09,-86.0650856,38.9023184
33547,Burnett County,Wisconsin,15414.0,3.2,90.83,-92.2673161,45.8652437
33548,Washburn County,Wisconsin,15720.0,3.2,108.14,-91.7971652,45.8926321
33549,Tuscola County,Michigan,52245.0,4.4,59.34,-83.3951071,43.4776781
33550,Huron County,Michigan,30981.0,4.4,142.02,-83.0221987,43.8385749
33551,Saginaw County,Michigan,190539.0,4.4,127.01,-84.0468403,43.3326882
33552,Knox County,Illinois,49699.0,1.5,82.5,-90.2202325,40.920889
33553,Warren County,Illinois,16844.0,1.5,154.36,-90.6168408,40.8442828
33554,Genesee County,Michigan,405813.0,3.6,156.23,-83.7274305,43.0220032
33555,Lapeer County,Michigan,87607.0,3.6,84.47,-83.2333705,43.0904764
33556,Macoupin County,Illinois,44926.0,1.4,95.71,-89.925212,39.2420653
33557,Montgomery County,Illinois,28414.0,1.4,66.87,-89.5057126,39.2052633
33558,De Witt County,Illinois,15638.0,5.3,140.68,-88.7861844,40.1811468
33559,McLean County,Illinois,171517.0,5.3,322.42,-88.8196613,40.4631789
33560,Woodford County,Illinois,38459.0,5.3,104.01,-89.2074215,40.8145359
33561,Champaign County,Ohio,38885.0,2.3,54.01,-83.7701999,40.1726987
33562,Clark County,Ohio,134083.0,2.3,39.53,-83.7905959,39.9229676
33563,Carroll County,Ohio,26914.0,3.2,33.44,-81.0927234,40.5250362
33564,Tuscarawas County,Ohio,91987.0,3.2,40.22,-81.464888,40.3759469
33565,Wayne County,Ohio,115710.0,3.2,43.21,-81.9034617,40.8615819
33566,Holmes County,Ohio,43960.0,3.2,18.2,-81.9304045,40.5840117
33567,Stark County,Ohio,370606.0,3.2,50.73,-81.4399734,40.7214654
33568,Jasper County,Illinois,9610.0,0.0,20.81,-88.1552371,39.0082423
33569,Richland County,Illinois,15513.0,0.0,12.89,-88.0949352,38.7060457
33570,Clay County,Illinois,13184.0,0.0,22.75,-88.4910693,38.7340694
33571,Edwards County,Illinois,6395.0,0.0,31.27,-88.0584362,38.410254
33572,Manitowoc County,Wisconsin,78981.0,3.3,97.49,-87.827992,44.0998341
33573,Calumet County,Wisconsin,50089.0,3.3,165.71,-88.2144321,44.0751086
33574,Sheboygan County,Wisconsin,115340.0,3.3,130.92,-87.9370433,43.7128967
33575,Washington County,Illinois,13887.0,3.9,50.41,-89.4201902,38.3662806
33576,Marion County,Illinois,37205.0,3.9,53.76,-88.9232112,38.6477381
33577,Harrison County,Ohio,15040.0,8.7,39.89,-81.1289112,40.2694328
33578,Jefferson County,Ohio,65325.0,8.7,75.01,-80.7847619,40.3792938
33579,Howard County,Indiana,82544.0,2.2,38.77,-86.1350343,40.4787061
33580,Cass County,Indiana,37689.0,2.2,18.57,-86.3449159,40.7808235
33581,Tipton County,Indiana,15148.0,2.2,33.01,-86.058442,40.2899154
33582,LaPorte County,Indiana,109888.0,3.0,99.19,-86.7490124,41.5718945
33583,Starke County,Indiana,22995.0,3.0,17.4,-86.6457565,41.2753164
33584,Jefferson County,Wisconsin,84769.0,1.6,119.15,-88.7673031,43.0224668
33585,Walworth County,Wisconsin,103868.0,1.6,119.38,-88.5413006952234,42.6675179
33586,Crawford County,Michigan,14029.0,6.4,78.41,-84.6237147,44.6769346
33587,Roscommon County,Michigan,24019.0,6.4,87.43,-84.6165164,44.3326932
33588,Otsego County,Michigan,24668.0,6.4,113.51,-84.6136788,45.0244123
33589,Dubois County,Indiana,42736.0,2.3,21.06,-86.8870278,38.3644324
33590,Jackson County,Wisconsin,20643.0,4.8,106.57,-90.8085198,44.3016847
33591,Montgomery County,Indiana,38338.0,2.6,52.17,-86.9007083,40.0361447
33592,Lubbock County,Texas,310569.0,1.8,13.52,-101.818598,33.5831241
33593,Lynn County,Texas,5951.0,1.8,16.8,-101.812592,33.1474257
33594,Hockley County,Texas,23021.0,1.8,13.03,-102.3110415,33.5714311
33595,Motley County,Texas,1200.0,1.8,0.0,-100.7744062,34.0395459
33596,Bailey County,Texas,7000.0,1.8,14.29,-102.8149372,34.0349194
33597,Borden County,Texas,654.0,1.8,0.0,-101.425711,32.6879416
33598,Cochran County,Texas,2853.0,1.8,105.15,-102.805677,33.5905096
33599,King County,Texas,272.0,1.8,0.0,-100.2178972,33.588178
33600,Crosby County,Texas,5737.0,1.8,17.43,-101.2855737,33.5778818
33601,Dawson County,Texas,12728.0,1.8,47.14,-101.9576048,32.7410762
33602,Dickens County,Texas,2211.0,1.8,45.23,-100.7614115,33.6170056
33603,Garza County,Texas,6229.0,1.8,32.11,-101.287742,33.1414018
33604,Lamb County,Texas,12893.0,1.8,23.27,-102.3429233,34.0321667
33605,Newton County,Texas,13595.0,1.7,7.36,-93.740504,30.8118989
33606,Tyler County,Texas,21672.0,1.7,32.3,-94.3984613,30.7563939
